download_date,query_source,repo,repo_url,stars,description,file_path,file_size,heuristic_score,ai_is_architecture,ai_confidence,ai_description,ai_diagram_type,github_url,raw_url,downloaded_path,included_after_manual_check,exclusion_reason
2026-05-17,seed,mlflow/mlflow,https://github.com/mlflow/mlflow,25976,"The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.",docs/static/images/llms/tracing/distributed-tracing-flow.png,48251,10,True,97,"A system architecture diagram showing Service A and Service B exchanging an HTTP request with trace context headers, exporting spans, and MLflow combining them into a single unified trace.",system architecture,https://github.com/mlflow/mlflow/blob/master/docs/static/images/llms/tracing/distributed-tracing-flow.png,https://raw.githubusercontent.com/mlflow/mlflow/master/docs/static/images/llms/tracing/distributed-tracing-flow.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/mlflow_mlflow/docs_static_images_llms_tracing_distributed-tracing-flow.png,,
2026-05-17,seed,mlflow/mlflow,https://github.com/mlflow/mlflow,25976,"The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.",docs/static/images/self-hosting/gcp-deployment-arch.png,119114,10,True,99,"A system architecture diagram for an MLflow deployment on GCP, showing an application URL from the internet into a VPC, an active MLflow server on Cloud Run, standby failover instances, a PostgreSQL metadata database with standby, and an artifact store in a GCS bucket.",system architecture,https://github.com/mlflow/mlflow/blob/master/docs/static/images/self-hosting/gcp-deployment-arch.png,https://raw.githubusercontent.com/mlflow/mlflow/master/docs/static/images/self-hosting/gcp-deployment-arch.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/mlflow_mlflow/docs_static_images_self-hosting_gcp-deployment-arch.png,,
2026-05-17,seed,mlflow/mlflow,https://github.com/mlflow/mlflow,25976,"The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.",docs/static/images/llms/tracing/n8n/workflow-example.png,222726,9,True,96,"A workflow/agent architecture showing a chat message trigger feeding into an AI Agent connected to an OpenAI Chat Model with MLflow, with execution logs and input/output panels visible.",pipeline,https://github.com/mlflow/mlflow/blob/master/docs/static/images/llms/tracing/n8n/workflow-example.png,https://raw.githubusercontent.com/mlflow/mlflow/master/docs/static/images/llms/tracing/n8n/workflow-example.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/mlflow_mlflow/docs_static_images_llms_tracing_n8n_workflow-example.png,,
2026-05-17,seed,mlflow/mlflow,https://github.com/mlflow/mlflow,25976,"The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.",docs/static/images/llms/tracing/schema/search_spans_by_type.png,27891,9,False,98,"A screenshot of a software UI showing a trace breakdown panel with a filter menu for span types, including VectorStoreRetriever and Retriever options.",none,https://github.com/mlflow/mlflow/blob/master/docs/static/images/llms/tracing/schema/search_spans_by_type.png,https://raw.githubusercontent.com/mlflow/mlflow/master/docs/static/images/llms/tracing/schema/search_spans_by_type.png,,,
2026-05-17,seed,mlflow/mlflow,https://github.com/mlflow/mlflow,25976,"The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.",docs/static/images/model_migration_workflow.svg,5123,9,True,60,SVG file with diagram elements (needs manual review),svg_diagram,https://github.com/mlflow/mlflow/blob/master/docs/static/images/model_migration_workflow.svg,https://raw.githubusercontent.com/mlflow/mlflow/master/docs/static/images/model_migration_workflow.svg,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/mlflow_mlflow/docs_static_images_model_migration_workflow.svg,,
2026-05-17,seed,kubeflow/pipelines,https://github.com/kubeflow/pipelines,4139,Machine Learning Pipelines for Kubeflow,images/kfp-cluster-wide-architecture.png,247490,13,True,99,"A detailed Kubeflow system architecture diagram showing components like Pipeline UI, API Server, Envoy, Persistence Agent, workflow controllers, ML Metadata, SQL databases, object storage, and pipeline run pods, with arrows indicating data flow and control relationships.",system architecture,https://github.com/kubeflow/pipelines/blob/master/images/kfp-cluster-wide-architecture.png,https://raw.githubusercontent.com/kubeflow/pipelines/master/images/kfp-cluster-wide-architecture.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/kubeflow_pipelines/images_kfp-cluster-wide-architecture.png,,
2026-05-17,seed,kubeflow/pipelines,https://github.com/kubeflow/pipelines,4139,Machine Learning Pipelines for Kubeflow,proposals/tests-refactor/KFP PipelineUpload API Workflow.png,25186,9,True,98,"A system architecture / pipeline flow diagram for Kubeflow Pipelines showing a User or Python SDK uploading a pipeline API request to a KFP API Server, request validation, generation of Kubernetes manifests (pipeline spec), and storage of pipeline/version objects in a database, with an error path back to the user.",pipeline,https://github.com/kubeflow/pipelines/blob/master/proposals/tests-refactor/KFP PipelineUpload API Workflow.png,https://raw.githubusercontent.com/kubeflow/pipelines/master/proposals/tests-refactor/KFP PipelineUpload API Workflow.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/kubeflow_pipelines/proposals_tests-refactor_KFP PipelineUpload API Workflow.png,,
2026-05-17,seed,kubeflow/pipelines,https://github.com/kubeflow/pipelines,4139,Machine Learning Pipelines for Kubeflow,proposals/tests-refactor/Test Code Architecture.png,24919,9,False,95,"A simple test framework flow diagram showing setup steps, test specs, and teardown steps for Ginkgo + Gomega.",none,https://github.com/kubeflow/pipelines/blob/master/proposals/tests-refactor/Test Code Architecture.png,https://raw.githubusercontent.com/kubeflow/pipelines/master/proposals/tests-refactor/Test Code Architecture.png,,,
2026-05-17,seed,kubeflow/pipelines,https://github.com/kubeflow/pipelines,4139,Machine Learning Pipelines for Kubeflow,docs/contributing/pipeline-flow.png,162746,8,True,98,"A Kubeflow/Argo workflow system diagram showing components like Workflow Controller, MLMD Metadata, API-server, Argo Workflow CR, system driver/executor containers, pods, namespaces, and arrows indicating execution and cache-related data flow.",system architecture,https://github.com/kubeflow/pipelines/blob/master/docs/contributing/pipeline-flow.png,https://raw.githubusercontent.com/kubeflow/pipelines/master/docs/contributing/pipeline-flow.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/kubeflow_pipelines/docs_contributing_pipeline-flow.png,,
2026-05-17,seed,kubeflow/pipelines,https://github.com/kubeflow/pipelines,4139,Machine Learning Pipelines for Kubeflow,docs/sdk/_static/kubeflow.png,5837,4,False,99,"A simple abstract blue geometric logo/icon on a dark background, not a system or software architecture diagram.",none,https://github.com/kubeflow/pipelines/blob/master/docs/sdk/_static/kubeflow.png,https://raw.githubusercontent.com/kubeflow/pipelines/master/docs/sdk/_static/kubeflow.png,,,
2026-05-17,seed,kubeflow/pipelines,https://github.com/kubeflow/pipelines,4139,Machine Learning Pipelines for Kubeflow,proposals/tests-refactor/PipelineUpload API Test Strategy.png,31147,4,True,92,"A workflow/system diagram showing pipeline files flowing into a KFP Pipeline Upload API, then branching on a validation decision into positive and negative verification scenarios.",pipeline,https://github.com/kubeflow/pipelines/blob/master/proposals/tests-refactor/PipelineUpload API Test Strategy.png,https://raw.githubusercontent.com/kubeflow/pipelines/master/proposals/tests-refactor/PipelineUpload API Test Strategy.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/kubeflow_pipelines/proposals_tests-refactor_PipelineUpload API Test Strategy.png,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/drift-detection/alibi-detect/cifar10/architecture.png,30724,11,True,98,"A machine learning serving and monitoring architecture showing Kubeflow Serving/InferenceService connected via API to a Knative-based pipeline with a broker, trigger, outlier detection, adversarial detection, concept drift detection, and alerting.",system architecture,https://github.com/kserve/kserve/blob/master/docs/samples/drift-detection/alibi-detect/cifar10/architecture.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/drift-detection/alibi-detect/cifar10/architecture.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/kserve_kserve/docs_samples_drift-detection_alibi-detect_cifar10_architecture.png,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/outlier-detection/alibi-detect/cifar10/architecture.png,30724,11,True,98,"A machine learning serving and monitoring architecture showing Kubeflow Serving/InferenceService connected via API to a Knative-based pipeline with a broker, trigger, outlier detection, adversarial detection, concept drift detection, and alerting.",system architecture,https://github.com/kserve/kserve/blob/master/docs/samples/outlier-detection/alibi-detect/cifar10/architecture.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/outlier-detection/alibi-detect/cifar10/architecture.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/kserve_kserve/docs_samples_outlier-detection_alibi-detect_cifar10_architecture.png,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/pipelines/images/kfserving-mnist-pipeline.png,372013,10,True,96,"A Kubeflow/Tekton-style ML pipeline run graph showing connected components such as kubeflow-launch, convert-mnist, train, modelpvc, and inference, with logs for an InferenceService and pipeline execution details.",pipeline,https://github.com/kserve/kserve/blob/master/docs/samples/pipelines/images/kfserving-mnist-pipeline.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/pipelines/images/kfserving-mnist-pipeline.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/kserve_kserve/docs_samples_pipelines_images_kfserving-mnist-pipeline.png,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/diagrams/kfs_architect.drawio,2896,9,True,70,Drawio file (assumed architecture diagram),drawio,https://github.com/kserve/kserve/blob/master/docs/diagrams/kfs_architect.drawio,https://raw.githubusercontent.com/kserve/kserve/master/docs/diagrams/kfs_architect.drawio,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/kserve_kserve/docs_diagrams_kfs_architect.drawio,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/diagrams/kfs_architect.png,72816,9,True,99,"A system architecture diagram for KServe inference service showing ingress gateway traffic flowing to queue proxy, KServe agent, and model server components, with autoscaling via KPA/HPA and metric scraping.",system architecture,https://github.com/kserve/kserve/blob/master/docs/diagrams/kfs_architect.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/diagrams/kfs_architect.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/kserve_kserve/docs_diagrams_kfs_architect.png,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/multimodelserving/benchmark/plots/bert_10_qps_gpu.png,61255,8,False,98,A bar chart comparing response times (in milliseconds) for Traditional Model Serving versus Multi-Model Serving across mean and percentile values.,none,https://github.com/kserve/kserve/blob/master/docs/samples/multimodelserving/benchmark/plots/bert_10_qps_gpu.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/multimodelserving/benchmark/plots/bert_10_qps_gpu.png,,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/multimodelserving/benchmark/plots/bert_20_qps_gpu.png,63632,8,False,99,A bar chart comparing response times (in milliseconds) for Traditional Model Serving vs Multi-Model Serving across mean and percentile values.,none,https://github.com/kserve/kserve/blob/master/docs/samples/multimodelserving/benchmark/plots/bert_20_qps_gpu.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/multimodelserving/benchmark/plots/bert_20_qps_gpu.png,,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/multimodelserving/benchmark/plots/bert_30_qps_gpu.png,61636,8,False,99,"A bar chart comparing response times for traditional model serving versus multi-model serving at different percentiles (mean, 50, 90, 95, 99).",none,https://github.com/kserve/kserve/blob/master/docs/samples/multimodelserving/benchmark/plots/bert_30_qps_gpu.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/multimodelserving/benchmark/plots/bert_30_qps_gpu.png,,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/multimodelserving/benchmark/plots/bert_40_qps_gpu.png,67019,8,False,99,"A bar chart comparing response times (in milliseconds) for traditional model serving versus multi-model serving at different percentiles (mean, 50, 90, 95, 99) for BERT inference.",none,https://github.com/kserve/kserve/blob/master/docs/samples/multimodelserving/benchmark/plots/bert_40_qps_gpu.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/multimodelserving/benchmark/plots/bert_40_qps_gpu.png,,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/multimodelserving/benchmark/plots/bert_5_qps_gpu.png,62090,8,False,99,"A bar chart comparing response times (in milliseconds) for traditional model serving versus multi-model serving at different percentiles (mean, 50, 90, 95, 99) for a BERT inference setup.",none,https://github.com/kserve/kserve/blob/master/docs/samples/multimodelserving/benchmark/plots/bert_5_qps_gpu.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/multimodelserving/benchmark/plots/bert_5_qps_gpu.png,,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/multimodelserving/benchmark/plots/simple_string_100_qps_cpu.png,67304,8,False,98,"A bar chart comparing response times (mean, 50th, 90th, 95th, 99th percentiles) for traditional model serving versus multi-model serving.",none,https://github.com/kserve/kserve/blob/master/docs/samples/multimodelserving/benchmark/plots/simple_string_100_qps_cpu.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/multimodelserving/benchmark/plots/simple_string_100_qps_cpu.png,,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/multimodelserving/benchmark/plots/simple_string_150_qps_cpu.png,63818,8,False,98,"A bar chart comparing response times (mean, 50th, 90th, 95th, 99th percentiles) for traditional model serving versus multi-model serving.",none,https://github.com/kserve/kserve/blob/master/docs/samples/multimodelserving/benchmark/plots/simple_string_150_qps_cpu.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/multimodelserving/benchmark/plots/simple_string_150_qps_cpu.png,,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/multimodelserving/benchmark/plots/simple_string_200_qps_cpu.png,64385,8,False,99,"A bar chart comparing response times (mean, 50, 90, 95, 99) for traditional model serving versus multi-model serving.",none,https://github.com/kserve/kserve/blob/master/docs/samples/multimodelserving/benchmark/plots/simple_string_200_qps_cpu.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/multimodelserving/benchmark/plots/simple_string_200_qps_cpu.png,,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/multimodelserving/benchmark/plots/simple_string_250_qps_cpu.png,65995,8,False,99,"A bar chart comparing response times for traditional model serving versus multi-model serving at different percentiles (mean, 50, 90, 95, 99).",none,https://github.com/kserve/kserve/blob/master/docs/samples/multimodelserving/benchmark/plots/simple_string_250_qps_cpu.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/multimodelserving/benchmark/plots/simple_string_250_qps_cpu.png,,,
2026-05-17,seed,kserve/kserve,https://github.com/kserve/kserve,5483,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",docs/samples/multimodelserving/benchmark/plots/simple_string_25_qps_cpu.png,63078,8,False,98,A bar chart comparing response times for traditional model serving versus multi-model serving across mean and percentile values.,none,https://github.com/kserve/kserve/blob/master/docs/samples/multimodelserving/benchmark/plots/simple_string_25_qps_cpu.png,https://raw.githubusercontent.com/kserve/kserve/master/docs/samples/multimodelserving/benchmark/plots/simple_string_25_qps_cpu.png,,,
2026-05-17,seed,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,4748,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models",docs/source/contents/architecture/dataflow-inference-graph.png,18850,21,True,92,"A simple system diagram showing several labeled model components (Model A, Model B, Model C, Model D, Model E) in separate colored boxes with arrows indicating relationships or data flow between them.",component,https://github.com/SeldonIO/seldon-core/blob/v2/docs/source/contents/architecture/dataflow-inference-graph.png,https://raw.githubusercontent.com/SeldonIO/seldon-core/v2/docs/source/contents/architecture/dataflow-inference-graph.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/SeldonIO_seldon-core/docs_source_contents_architecture_dataflow-inference-graph.png,,
2026-05-17,seed,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,4748,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models",docs/source/contents/architecture/dataflow.png,63827,17,True,98,"A dataflow architecture diagram showing a graph orchestrator routing predictions between multiple machine learning models (Model A, B, C, D, E) with conditional execution and data lineage.",data flow,https://github.com/SeldonIO/seldon-core/blob/v2/docs/source/contents/architecture/dataflow.png,https://raw.githubusercontent.com/SeldonIO/seldon-core/v2/docs/source/contents/architecture/dataflow.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/SeldonIO_seldon-core/docs_source_contents_architecture_dataflow.png,,
2026-05-17,seed,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,4748,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models",docs/source/contents/architecture/inference_graph.png,38994,15,True,98,"A Seldon Core inference pipeline diagram showing API input flowing through explanation, outlier detection, feature transformation, and multi-armed bandit routing to multiple models (A, B, C).",pipeline,https://github.com/SeldonIO/seldon-core/blob/v2/docs/source/contents/architecture/inference_graph.png,https://raw.githubusercontent.com/SeldonIO/seldon-core/v2/docs/source/contents/architecture/inference_graph.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/SeldonIO_seldon-core/docs_source_contents_architecture_inference_graph.png,,
2026-05-17,seed,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,4748,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models",docs/source/contents/architecture/orchestrator-inference-graph.png,16574,15,True,94,"A simple system architecture diagram showing a Graph Orchestrator connected conceptually to multiple machine learning models labeled Model A, Model B, Model C, and Model D.",system architecture,https://github.com/SeldonIO/seldon-core/blob/v2/docs/source/contents/architecture/orchestrator-inference-graph.png,https://raw.githubusercontent.com/SeldonIO/seldon-core/v2/docs/source/contents/architecture/orchestrator-inference-graph.png,/Workspace/Users/zhaohan.gao@versuni.com/Repository Mining/download/SeldonIO_seldon-core/docs_source_contents_architecture_orchestrator-inference-graph.png,,
